123.906,127.164,130.433,133.707,136.977,140.237,143.476,146.694,149.866,152.99,156.057,159.056,161.978,164.811,167.546,170.172,172.679,175.056,177.294,179.383,181.314,183.079,184.669,186.077,187.296,188.322,189.148,189.771,190.184,190.394,190.394,190.184,189.771,189.148,188.322,187.296,186.077,184.669,183.079,181.314,179.383,177.294,175.056,172.679,170.172,167.546,164.811,161.978,159.056,156.057,152.99,149.866,146.694,143.476,140.237,136.977,133.707,130.433,127.164,123.906,
126.158,129.562,132.981,136.408,139.835,143.254,146.655,150.037,153.373,156.662,159.893,163.056,166.14,169.133,172.023,174.801,177.454,179.972,182.344,184.559,186.607,188.48,190.168,191.664,192.96,194.05,194.928,195.59,196.03,196.252,196.252,196.03,195.59,194.928,194.05,192.96,191.664,190.168,188.48,186.607,184.559,182.344,179.972,177.454,174.801,172.023,169.133,166.14,163.056,159.893,156.662,153.373,150.037,146.655,143.254,139.835,136.408,132.981,129.562,126.158,
128.409,131.964,135.539,139.125,142.715,146.299,149.869,153.422,156.93,160.391,163.795,167.129,170.383,173.543,176.598,179.535,182.343,185.009,187.522,189.871,192.044,194.031,195.823,197.412,198.789,199.947,200.88,201.585,202.056,202.289,202.289,202.056,201.585,200.88,199.947,198.789,197.412,195.823,194.031,192.044,189.871,187.522,185.009,182.343,179.535,176.598,173.543,170.383,167.129,163.795,160.391,156.93,153.422,149.869,146.299,142.715,139.125,135.539,131.964,128.409,
130.657,134.367,138.102,141.853,145.612,149.369,153.113,156.835,160.532,164.173,167.757,171.272,174.703,178.04,181.267,184.373,187.343,190.166,192.828,195.317,197.622,199.731,201.633,203.32,204.783,206.013,207.006,207.755,208.256,208.504,208.504,208.256,207.755,207.006,206.013,204.783,203.32,201.633,199.731,197.622,195.317,192.828,190.166,187.343,184.373,181.267,178.04,174.703,171.272,167.757,164.173,160.532,156.835,153.113,149.369,145.612,141.853,138.102,134.367,130.657,
132.894,136.765,140.666,144.588,148.521,152.456,156.383,160.29,164.174,168.003,171.776,175.479,179.097,182.618,186.027,189.309,192.451,195.439,198.259,200.896,203.34,205.577,207.597,209.388,210.941,212.249,213.304,214.1,214.632,214.896,214.896,214.632,214.1,213.304,212.249,210.941,209.388,207.597,205.577,203.34,200.896,198.259,195.439,192.451,189.309,186.027,182.618,179.097,175.479,171.776,168.003,164.174,160.29,156.383,152.456,148.521,144.588,140.666,136.765,132.894,
135.117,139.153,143.225,147.322,151.437,155.557,159.673,163.772,167.851,171.876,175.846,179.745,183.56,187.274,190.873,194.341,197.664,200.825,203.81,206.605,209.196,211.569,213.712,215.613,217.263,218.652,219.772,220.618,221.185,221.465,221.465,221.185,220.618,219.772,218.652,217.263,215.613,213.712,211.569,209.196,206.605,203.81,200.825,197.664,194.341,190.873,187.274,183.56,179.745,175.846,171.876,167.851,163.772,159.673,155.557,151.437,147.322,143.225,139.153,135.117,
137.32,141.525,145.772,150.051,154.352,158.664,162.976,167.274,171.556,175.786,179.961,184.065,188.084,192.001,195.8,199.463,202.975,206.319,209.479,212.44,215.185,217.701,219.974,221.992,223.744,225.219,226.41,227.308,227.91,228.208,228.208,227.91,227.308,226.41,225.219,223.744,221.992,219.974,217.701,215.185,212.44,209.479,206.319,202.975,199.463,195.8,192.001,188.084,184.065,179.961,175.786,171.556,167.274,162.976,158.664,154.352,150.051,145.772,141.525,137.32,
139.495,143.875,148.302,152.768,157.261,161.771,166.285,170.79,175.272,179.724,184.113,188.432,192.664,196.793,200.8,204.668,208.379,211.915,215.259,218.394,221.302,223.969,226.38,228.521,230.38,231.947,233.211,234.166,234.805,235.122,235.122,234.805,234.166,233.211,231.947,230.38,228.521,226.38,223.969,221.302,218.394,215.259,211.915,208.379,204.668,200.8,196.793,192.664,188.432,184.113,179.724,175.272,170.79,166.285,161.771,157.261,152.768,148.302,143.875,139.495,
141.638,146.195,150.807,155.465,160.156,164.87,169.593,174.311,179.011,183.684,188.295,192.837,197.292,201.642,205.868,209.95,213.869,217.607,221.143,224.461,227.541,230.367,232.923,235.194,237.167,238.83,240.172,241.186,241.865,242.202,242.202,241.865,241.186,240.172,238.83,237.167,235.194,232.923,230.367,227.541,224.461,221.143,217.607,213.869,209.95,205.868,201.642,197.292,192.837,188.295,183.684,179.011,174.311,169.593,164.87,160.156,155.465,150.807,146.195,141.638,
143.74,148.479,153.28,158.134,163.029,167.952,172.891,177.83,182.754,187.657,192.498,197.272,201.959,206.539,210.992,215.298,219.436,223.385,227.124,230.633,233.894,236.888,239.596,242.004,244.097,245.861,247.285,248.362,249.083,249.44,249.44,249.083,248.362,247.285,245.861,244.097,242.004,239.596,236.888,233.894,230.633,227.124,223.385,219.436,215.298,210.992,206.539,201.959,197.272,192.498,187.657,182.754,177.83,172.891,167.952,163.029,158.134,153.28,148.479,143.74,
145.795,150.719,155.713,160.767,165.87,171.009,176.169,181.336,186.492,191.631,196.712,201.726,206.653,211.474,216.164,220.704,225.07,229.239,233.19,236.901,240.352,243.521,246.39,248.942,251.16,253.031,254.542,255.684,256.45,256.829,256.829,256.45,255.684,254.542,253.031,251.16,248.942,246.39,243.521,240.352,236.901,233.19,229.239,225.07,220.704,216.164,211.474,206.653,201.726,196.712,191.631,186.492,181.336,176.169,171.009,165.87,160.767,155.713,150.719,145.795,
147.795,152.906,158.097,163.356,168.672,174.031,179.419,184.819,190.214,195.586,200.925,206.188,211.365,216.435,221.372,226.155,230.758,235.159,239.331,243.254,246.902,250.256,253.293,255.996,258.347,260.33,261.933,263.144,263.956,264.359,264.359,263.956,263.144,261.933,260.33,258.347,255.996,253.293,250.256,246.902,243.254,239.331,235.159,230.758,226.155,221.372,216.435,211.365,206.188,200.925,195.586,190.214,184.819,179.419,174.031,168.672,163.356,158.097,152.906,147.795,
149.731,155.032,160.422,165.89,171.423,177.007,182.627,188.267,193.908,199.531,205.125,210.645,216.081,221.409,226.603,231.639,236.489,241.13,245.534,249.677,253.533,257.079,260.293,263.155,265.644,267.745,269.444,270.728,271.588,272.016,272.016,271.588,270.728,269.444,267.745,265.644,263.155,260.293,257.079,253.533,249.677,245.534,241.13,236.489,231.639,226.603,221.409,216.081,210.645,205.125,199.531,193.908,188.267,182.627,177.007,171.423,165.89,160.422,155.032,149.731,
