-1.5708	-36.6408
-1.55334	-38.7991
-1.53589	-55.0914
-1.51844	-36.7955
-1.50098	-28.5911
-1.48353	-23.5547
-1.46608	-19.8226
-1.44862	-16.8341
-1.43117	-14.3402
-1.41372	-12.2083
-1.39626	-10.3603
-1.37881	-8.74774
-1.36136	-7.34009
-1.3439	-6.11856
-1.32645	-5.07287
-1.309	-4.19947
-1.29154	-3.50066
-1.27409	-2.98457
-1.25664	-2.66576
-1.23918	-2.56692
-1.22173	-2.72196
-1.20428	-3.18212
-1.18682	-4.02788
-1.16937	-5.39501
-1.15192	-7.53928
-1.13446	-11.029
-1.11701	-17.301
-1.09956	-18.9498
-1.0821	-11.6666
-1.06465	-7.53492
-1.0472	-5.04979
-1.02974	-3.57174
-1.01229	-2.86893
-0.994838	-2.88011
-0.977384	-3.65465
-0.959931	-5.35232
-0.942478	-8.18866
-0.925025	-11.1878
-0.907571	-9.52602
-0.890118	-5.82111
-0.872665	-3.22313
-0.855211	-1.77853
-0.837758	-1.3424
-0.820305	-1.9127
-0.802851	-3.64022
-0.785398	-6.6531
-0.767945	-8.71858
-0.750492	-5.64692
-0.733038	-2.21083
-0.715585	-0.106246
-0.698132	0.831018
-0.680678	0.753374
-0.663225	-0.259524
-0.645772	-1.99684
-0.628319	-3.53557
-0.610865	-3.44185
-0.593412	-2.39372
-0.575959	-1.84679
-0.558505	-2.14822
-0.541052	-2.58421
-0.523599	-1.63474
-0.506145	0.414576
-0.488692	2.01251
-0.471239	2.43111
-0.453786	1.23002
-0.436332	-2.6024
-0.418879	-10.4723
-0.401426	-2.50791
-0.383972	2.79211
-0.366519	5.11792
-0.349066	5.53538
-0.331613	4.24071
-0.314159	1.52269
-0.296706	0.848097
-0.279253	3.85119
-0.261799	5.86749
-0.244346	5.78803
-0.226893	2.92245
-0.20944	-3.459
-0.191986	2.79165
-0.174533	7.89246
-0.15708	9.5284
-0.139626	7.71841
-0.122173	-6.29675
-0.10472	9.28301
-0.0872665	17.5263
-0.0698132	22.172
-0.0523599	25.1834
-0.0349066	27.122
-0.0174533	28.2185
3.46945e-17	28.5742
0.0174533	28.2185
0.0349066	27.122
0.0523599	25.1834
0.0698132	22.172
0.0872665	17.5263
0.10472	9.28301
0.122173	-6.29675
0.139626	7.71841
0.15708	9.5284
0.174533	7.89246
0.191986	2.79165
0.20944	-3.459
0.226893	2.92245
0.244346	5.78803
0.261799	5.86749
0.279253	3.85119
0.296706	0.848097
0.314159	1.52269
0.331613	4.24071
0.349066	5.53538
0.366519	5.11792
0.383972	2.79211
0.401426	-2.50791
0.418879	-10.4723
0.436332	-2.6024
0.453786	1.23002
0.471239	2.43111
0.488692	2.01251
0.506145	0.414576
0.523599	-1.63474
0.541052	-2.58421
0.558505	-2.14822
0.575959	-1.84679
0.593412	-2.39372
0.610865	-3.44185
0.628319	-3.53557
0.645772	-1.99684
0.663225	-0.259524
0.680678	0.753374
0.698132	0.831018
0.715585	-0.106246
0.733038	-2.21083
0.750492	-5.64692
0.767945	-8.71858
0.785398	-6.6531
0.802851	-3.64022
0.820305	-1.9127
0.837758	-1.3424
0.855211	-1.77853
0.872665	-3.22313
0.890118	-5.82111
0.907571	-9.52602
0.925025	-11.1878
0.942478	-8.18866
0.959931	-5.35232
0.977384	-3.65465
0.994838	-2.88011
1.01229	-2.86893
1.02974	-3.57174
1.0472	-5.04979
1.06465	-7.53492
1.0821	-11.6666
1.09956	-18.9498
1.11701	-17.301
1.13446	-11.029
1.15192	-7.53928
1.16937	-5.39501
1.18682	-4.02788
1.20428	-3.18212
1.22173	-2.72196
1.23918	-2.56692
1.25664	-2.66576
1.27409	-2.98457
1.29154	-3.50066
1.309	-4.19947
1.32645	-5.07287
1.3439	-6.11856
1.36136	-7.34009
1.37881	-8.74774
1.39626	-10.3603
1.41372	-12.2083
1.43117	-14.3402
1.44862	-16.8341
1.46608	-19.8226
1.48353	-23.5547
1.50098	-28.5911
1.51844	-36.7955
1.53589	-55.0914
1.55334	-38.7991
1.5708	-36.6408
