-92.6184	-73.0395	-83.315	-61.4999	-50.7999	-43.8294	-38.5187	-34.1972	-30.5503	-27.4032	-24.6488	-22.2184	-20.066	-18.1614	-16.4855	-15.0276	-13.7846	-12.7599	-11.9647	-11.4186	-11.1537	-11.22	-11.698	-12.726	-14.5677	-17.8133	-23.865	-24.0926	-16.8553	-12.5878	-9.89532	-8.18926	-7.2529	-7.03054	-7.57473	-9.05333	-11.7309	-14.8759	-13.2424	-9.16384	-6.27437	-4.60059	-3.97367	-4.39432	-6.06462	-9.37972	-12.468	-8.60044	-4.49201	-2.06724	-0.944382	-0.913764	-1.88916	-3.64119	-5.03565	-4.43867	-2.97492	-2.20786	-2.43325	-3.00561	-2.26248	-0.146455	1.63958	2.2492	1.24302	-2.32204	-9.97129	-2.62775	2.86781	5.31923	5.81395	4.50752	1.47602	0.477829	4.05279	6.45074	6.6634	4.18962	-2.0064	3.01246	8.56777	10.6436	9.64653	1.74617	6.59225	16.6559	21.7757	24.9997	27.0492	28.2014	28.5742	28.2014	27.0492	24.9997	21.7757	16.6559	6.59225	1.74617	9.64653	10.6436	8.56777	3.01246	-2.0064	4.18962	6.6634	6.45074	4.05279	0.477829	1.47602	4.50752	5.81395	5.31923	2.86781	-2.62775	-9.97129	-2.32204	1.24302	2.2492	1.63958	-0.146455	-2.26248	-3.00561	-2.43325	-2.20786	-2.97492	-4.43867	-5.03565	-3.64119	-1.88916	-0.913764	-0.944382	-2.06724	-4.49201	-8.60044	-12.468	-9.37972	-6.06462	-4.39432	-3.97367	-4.60059	-6.27437	-9.16384	-13.2424	-14.8759	-11.7309	-9.05333	-7.57473	-7.03054	-7.2529	-8.18926	-9.89532	-12.5878	-16.8553	-24.0926	-23.865	-17.8133	-14.5677	-12.726	-11.698	-11.22	-11.1537	-11.4186	-11.9647	-12.7599	-13.7846	-15.0276	-16.4855	-18.1614	-20.066	-22.2184	-24.6488	-27.4032	-30.5503	-34.1972	-38.5187	-43.8294	-50.7999	-61.4999	-83.315	-73.0395	-92.6184	
-33.524	-33.4825	-33.3593	-33.1514	-32.8335	-32.3351	-31.5304	-30.2902	-28.6092	-26.6444	-24.5918	-22.5876	-20.7043	-18.9765	-17.4212	-16.0486	-14.8678	-13.8903	-13.1325	-12.6182	-12.3826	-12.4792	-12.9935	-14.0709	-15.9896	-19.3686	-25.4085	-22.9697	-16.9117	-13.0203	-10.4696	-8.82172	-7.90055	-7.66063	-8.14818	-9.4993	-11.8835	-14.5521	-13.3651	-9.75444	-6.99698	-5.35594	-4.73237	-5.14769	-6.81564	-10.1594	-13.3288	-9.30045	-5.13678	-2.68296	-1.53529	-1.48143	-2.43743	-4.18421	-5.59768	-4.99394	-3.47749	-2.63021	-2.72879	-3.12134	-2.31202	-0.298493	1.39114	1.93962	0.882791	-2.74967	-10.0069	-2.52042	2.81409	5.21485	5.68814	4.36959	1.3313	0.366144	3.96017	6.35816	6.56961	4.09427	-2.0371	3.02739	8.54464	10.608	9.59866	1.63521	6.64354	16.6664	21.7789	25.0006	27.0494	28.2014	28.5742	28.2014	27.0494	25.0006	21.7789	16.6664	6.64354	1.63521	9.59866	10.608	8.54464	3.02739	-2.0371	4.09427	6.56961	6.35816	3.96017	0.366144	1.3313	4.36959	5.68814	5.21485	2.81409	-2.52042	-10.0069	-2.74967	0.882791	1.93962	1.39114	-0.298493	-2.31202	-3.12134	-2.72879	-2.63021	-3.47749	-4.99394	-5.59768	-4.18421	-2.43743	-1.48143	-1.53529	-2.68296	-5.13678	-9.30045	-13.3288	-10.1594	-6.81564	-5.14769	-4.73237	-5.35594	-6.99698	-9.75444	-13.3651	-14.5521	-11.8835	-9.4993	-8.14818	-7.66063	-7.90055	-8.82172	-10.4696	-13.0203	-16.9117	-22.9697	-25.4085	-19.3686	-15.9896	-14.0709	-12.9935	-12.4792	-12.3826	-12.6182	-13.1325	-13.8903	-14.8678	-16.0486	-17.4212	-18.9765	-20.7043	-22.5876	-24.5918	-26.6444	-28.6092	-30.2902	-31.5304	-32.3351	-32.8335	-33.1514	-33.3593	-33.4825	-33.524	
-30.5458	-30.5157	-30.4261	-30.2788	-30.0737	-29.804	-29.4466	-28.952	-28.2456	-27.2659	-26.0244	-24.6126	-23.1445	-21.7096	-20.3658	-19.1494	-18.0864	-17.1989	-16.5111	-16.0523	-15.8624	-15.9993	-16.5518	-17.6665	-19.6027	-22.7409	-24.7448	-21.3788	-17.5461	-14.4881	-12.2491	-10.6982	-9.75202	-9.38525	-9.6202	-10.5111	-12.0607	-13.7503	-13.6755	-11.527	-9.28287	-7.76679	-7.14156	-7.51579	-9.14897	-12.5861	-16.3537	-11.7081	-7.25368	-4.65083	-3.38803	-3.23253	-4.10527	-5.82976	-7.34297	-6.75015	-5.03493	-3.88281	-3.54437	-3.41199	-2.4579	-0.750957	0.640882	0.990982	-0.232292	-4.06773	-9.83063	-2.23505	2.65158	4.90363	5.31288	3.95807	0.899194	0.031763	3.67996	6.07893	6.28807	3.81083	-2.114	3.06801	8.47392	10.5002	9.45399	1.2957	6.79463	16.6977	21.7882	25.0033	27.05	28.2015	28.5742	28.2015	27.05	25.0033	21.7882	16.6977	6.79463	1.2957	9.45399	10.5002	8.47392	3.06801	-2.114	3.81083	6.28807	6.07893	3.67996	0.031763	0.899194	3.95807	5.31288	4.90363	2.65158	-2.23505	-9.83063	-4.06773	-0.232292	0.990982	0.640882	-0.750957	-2.4579	-3.41199	-3.54437	-3.88281	-5.03493	-6.75015	-7.34297	-5.82976	-4.10527	-3.23253	-3.38803	-4.65083	-7.25368	-11.7081	-16.3537	-12.5861	-9.14897	-7.51579	-7.14156	-7.76679	-9.28287	-11.527	-13.6755	-13.7503	-12.0607	-10.5111	-9.6202	-9.38525	-9.75202	-10.6982	-12.2491	-14.4881	-17.5461	-21.3788	-24.7448	-22.7409	-19.6027	-17.6665	-16.5518	-15.9993	-15.8624	-16.0523	-16.5111	-17.1989	-18.0864	-19.1494	-20.3658	-21.7096	-23.1445	-24.6126	-26.0244	-27.2659	-28.2456	-28.952	-29.4466	-29.804	-30.0737	-30.2788	-30.4261	-30.5157	-30.5458	
-34.1123	-34.1024	-34.0748	-34.036	-33.9952	-33.9544	-33.8711	-33.5768	-32.7612	-31.3137	-29.5281	-27.7112	-26.0007	-24.439	-23.0364	-21.7961	-20.7215	-19.8195	-19.1014	-18.5847	-18.2937	-18.2626	-18.5369	-19.1714	-20.201	-21.4871	-22.3099	-21.7189	-19.8186	-17.4226	-15.2395	-13.5069	-12.2537	-11.4712	-11.1578	-11.3226	-11.964	-12.9891	-14.0056	-14.2605	-13.5169	-12.4435	-11.75	-11.8717	-13.208	-16.5408	-23.6007	-17.3929	-11.6281	-8.43735	-6.77797	-6.30504	-6.93175	-8.59353	-10.4781	-10.0706	-7.78852	-5.84507	-4.62843	-3.7394	-2.68721	-1.47589	-0.611357	-0.655606	-2.22179	-6.36581	-8.93502	-1.86185	2.379	4.3936	4.69696	3.28201	0.186801	-0.529598	3.20382	5.60874	5.81871	3.34767	-2.19639	3.12281	8.35162	10.3178	9.20925	0.70645	7.03795	16.7491	21.8036	25.0078	27.051	28.2016	28.5742	28.2016	27.051	25.0078	21.8036	16.7491	7.03795	0.70645	9.20925	10.3178	8.35162	3.12281	-2.19639	3.34767	5.81871	5.60874	3.20382	-0.529598	0.186801	3.28201	4.69696	4.3936	2.379	-1.86185	-8.93502	-6.36581	-2.22179	-0.655606	-0.611357	-1.47589	-2.68721	-3.7394	-4.62843	-5.84507	-7.78852	-10.0706	-10.4781	-8.59353	-6.93175	-6.30504	-6.77797	-8.43735	-11.6281	-17.3929	-23.6007	-16.5408	-13.208	-11.8717	-11.75	-12.4435	-13.5169	-14.2605	-14.0056	-12.9891	-11.964	-11.3226	-11.1578	-11.4712	-12.2537	-13.5069	-15.2395	-17.4226	-19.8186	-21.7189	-22.3099	-21.4871	-20.201	-19.1714	-18.5369	-18.2626	-18.2937	-18.5847	-19.1014	-19.8195	-20.7215	-21.7961	-23.0364	-24.439	-26.0007	-27.7112	-29.5281	-31.3137	-32.7612	-33.5768	-33.8711	-33.9544	-33.9952	-34.036	-34.0748	-34.1024	-34.1123	
-40.7694	-40.4688	-39.6181	-38.3425	-36.7865	-35.0738	-33.2952	-31.5126	-29.7663	-28.0831	-26.4803	-24.9701	-23.5614	-22.2618	-21.078	-20.0177	-19.0892	-18.3031	-17.6726	-17.2148	-16.9527	-16.9174	-17.1526	-17.7222	-18.7211	-20.2885	-22.5646	-25.1307	-25.2696	-21.9711	-18.5879	-16.0161	-14.1495	-12.8629	-12.0903	-11.815	-12.0623	-12.9031	-14.466	-16.9307	-20.2229	-22.1646	-20.1504	-17.947	-17.1727	-18.1314	-21.8414	-32.0553	-22.1142	-15.5178	-12.2863	-10.8201	-10.786	-12.2805	-15.4199	-16.1727	-11.7381	-7.97764	-5.53644	-3.97494	-2.96758	-2.37726	-2.30185	-3.08345	-5.36057	-9.59695	-7.42826	-1.50006	2.00404	3.70684	3.86264	2.36254	-0.792095	-1.3296	2.51769	4.94178	5.16382	2.72339	-2.22782	3.17397	8.17113	10.056	8.85876	-0.173018	7.36192	16.8193	21.8247	25.0139	27.0524	28.2018	28.5742	28.2018	27.0524	25.0139	21.8247	16.8193	7.36192	-0.173018	8.85876	10.056	8.17113	3.17397	-2.22782	2.72339	5.16382	4.94178	2.51769	-1.3296	-0.792095	2.36254	3.86264	3.70684	2.00404	-1.50006	-7.42826	-9.59695	-5.36057	-3.08345	-2.30185	-2.37726	-2.96758	-3.97494	-5.53644	-7.97764	-11.7381	-16.1727	-15.4199	-12.2805	-10.786	-10.8201	-12.2863	-15.5178	-22.1142	-32.0553	-21.8414	-18.1314	-17.1727	-17.947	-20.1504	-22.1646	-20.2229	-16.9307	-14.466	-12.9031	-12.0623	-11.815	-12.0903	-12.8629	-14.1495	-16.0161	-18.5879	-21.9711	-25.2696	-25.1307	-22.5646	-20.2885	-18.7211	-17.7222	-17.1526	-16.9174	-16.9527	-17.2148	-17.6726	-18.3031	-19.0892	-20.0177	-21.078	-22.2618	-23.5614	-24.9701	-26.4803	-28.0831	-29.7663	-31.5126	-33.2952	-35.0738	-36.7865	-38.3425	-39.6181	-40.4688	-40.7694	
-31.583	-31.4798	-31.1709	-30.6601	-29.9585	-29.0881	-28.0814	-26.9773	-25.815	-24.6295	-23.4506	-22.3022	-21.2037	-20.1712	-19.219	-18.3602	-17.6083	-16.9775	-16.4846	-16.1496	-15.9983	-16.0649	-16.3982	-17.0715	-18.2054	-20.0228	-23.021	-28.7634	-39.6471	-26.5245	-20.9285	-17.6346	-15.4688	-14.0488	-13.2236	-12.9448	-13.2328	-14.1824	-16.011	-19.2112	-24.8355	-26.7877	-20.5243	-16.8687	-15.0179	-14.4768	-15.2054	-17.5756	-22.8926	-27.932	-19.898	-15.9725	-14.6528	-15.6257	-20.5424	-30.2707	-14.8501	-9.13695	-5.92597	-4.08126	-3.22603	-3.22972	-4.13896	-6.27193	-10.3356	-12.4156	-5.91448	-1.21904	1.55647	2.89296	2.85806	1.24222	-2.01601	-2.39495	1.60255	4.07399	4.33278	1.97435	-2.15797	3.19895	7.92328	9.70861	8.39405	-1.4125	7.75242	16.9066	21.8512	25.0216	27.0542	28.202	28.5742	28.202	27.0542	25.0216	21.8512	16.9066	7.75242	-1.4125	8.39405	9.70861	7.92328	3.19895	-2.15797	1.97435	4.33278	4.07399	1.60255	-2.39495	-2.01601	1.24222	2.85806	2.89296	1.55647	-1.21904	-5.91448	-12.4156	-10.3356	-6.27193	-4.13896	-3.22972	-3.22603	-4.08126	-5.92597	-9.13695	-14.8501	-30.2707	-20.5424	-15.6257	-14.6528	-15.9725	-19.898	-27.932	-22.8926	-17.5756	-15.2054	-14.4768	-15.0179	-16.8687	-20.5243	-26.7877	-24.8355	-19.2112	-16.011	-14.1824	-13.2328	-12.9448	-13.2236	-14.0488	-15.4688	-17.6346	-20.9285	-26.5245	-39.6471	-28.7634	-23.021	-20.0228	-18.2054	-17.0715	-16.3982	-16.0649	-15.9983	-16.1496	-16.4846	-16.9775	-17.6083	-18.3602	-19.219	-20.1712	-21.2037	-22.3022	-23.4506	-24.6295	-25.815	-26.9773	-28.0814	-29.0881	-29.9585	-30.6601	-31.1709	-31.4798	-31.583	
-27.082	-27.0003	-26.758	-26.3637	-25.8311	-25.1791	-24.4298	-23.6071	-22.7354	-21.8377	-20.9354	-20.0475	-19.1914	-18.3826	-17.6355	-16.9643	-16.383	-15.9066	-15.5519	-15.3385	-15.2907	-15.44	-15.8294	-16.5216	-17.615	-19.2814	-21.8712	-26.3245	-37.5673	-31.7704	-24.0929	-20.2765	-17.9786	-16.6041	-15.9456	-15.9455	-16.6336	-18.0932	-20.2687	-21.8305	-20.1229	-17.021	-14.5154	-12.8375	-11.9233	-11.7449	-12.3544	-13.9097	-16.6938	-20.5504	-21.0092	-17.7838	-15.8829	-15.9365	-18.1767	-19.7451	-13.9811	-9.05045	-5.911	-4.08115	-3.34955	-3.71429	-5.42802	-9.4218	-19.7126	-11.8166	-4.75725	-1.03838	1.09937	2.04359	1.77232	-0.00426284	-3.459	-3.77958	0.438261	3.01038	3.35095	1.16404	-1.97041	3.17202	7.59621	9.26674	7.8031	-3.13118	8.19411	17.0091	21.8825	25.0307	27.0563	28.2023	28.5742	28.2023	27.0563	25.0307	21.8825	17.0091	8.19411	-3.13118	7.8031	9.26674	7.59621	3.17202	-1.97041	1.16404	3.35095	3.01038	0.438261	-3.77958	-3.459	-0.00426284	1.77232	2.04359	1.09937	-1.03838	-4.75725	-11.8166	-19.7126	-9.4218	-5.42802	-3.71429	-3.34955	-4.08115	-5.911	-9.05045	-13.9811	-19.7451	-18.1767	-15.9365	-15.8829	-17.7838	-21.0092	-20.5504	-16.6938	-13.9097	-12.3544	-11.7449	-11.9233	-12.8375	-14.5154	-17.021	-20.1229	-21.8305	-20.2687	-18.0932	-16.6336	-15.9455	-15.9456	-16.6041	-17.9786	-20.2765	-24.0929	-31.7704	-37.5673	-26.3245	-21.8712	-19.2814	-17.615	-16.5216	-15.8294	-15.44	-15.2907	-15.3385	-15.5519	-15.9066	-16.383	-16.9643	-17.6355	-18.3826	-19.1914	-20.0475	-20.9354	-21.8377	-22.7354	-23.6071	-24.4298	-25.1791	-25.8311	-26.3637	-26.758	-27.0003	-27.082	
-23.2376	-23.182	-23.0171	-22.748	-22.3832	-21.9337	-21.4128	-20.8349	-20.2154	-19.57	-18.9143	-18.2638	-17.6331	-17.0371	-16.4898	-16.0056	-15.5993	-15.2862	-15.0835	-15.0103	-15.0896	-15.3497	-15.8275	-16.5741	-17.6645	-19.2188	-21.4532	-24.8299	-30.6599	-41.2584	-30.7631	-25.8006	-23.3489	-22.2557	-22.221	-23.1886	-24.841	-24.8947	-21.6452	-17.9775	-15.09	-12.9883	-11.5652	-10.7578	-10.5553	-10.9999	-12.1994	-14.3424	-17.5356	-19.9526	-17.9051	-15.1408	-13.6744	-13.5974	-14.781	-15.6187	-12.7169	-8.72989	-5.77997	-3.97569	-3.25217	-3.68229	-5.62608	-10.3934	-24.4701	-9.97947	-4.01723	-0.928799	0.723315	1.29002	0.738913	-1.26801	-5.10291	-5.58284	-0.98285	1.7808	2.27391	0.387922	-1.69705	3.06547	7.17525	8.71905	7.06935	-5.53677	8.67172	17.1245	21.9182	25.0411	27.0588	28.2027	28.5742	28.2027	27.0588	25.0411	21.9182	17.1245	8.67172	-5.53677	7.06935	8.71905	7.17525	3.06547	-1.69705	0.387922	2.27391	1.7808	-0.98285	-5.58284	-5.10291	-1.26801	0.738913	1.29002	0.723315	-0.928799	-4.01723	-9.97947	-24.4701	-10.3934	-5.62608	-3.68229	-3.25217	-3.97569	-5.77997	-8.72989	-12.7169	-15.6187	-14.781	-13.5974	-13.6744	-15.1408	-17.9051	-19.9526	-17.5356	-14.3424	-12.1994	-10.9999	-10.5553	-10.7578	-11.5652	-12.9883	-15.09	-17.9775	-21.6452	-24.8947	-24.841	-23.1886	-22.221	-22.2557	-23.3489	-25.8006	-30.7631	-41.2584	-30.6599	-24.8299	-21.4532	-19.2188	-17.6645	-16.5741	-15.8275	-15.3497	-15.0896	-15.0103	-15.0835	-15.2862	-15.5993	-16.0056	-16.4898	-17.0371	-17.6331	-18.2638	-18.9143	-19.57	-20.2154	-20.8349	-21.4128	-21.9337	-22.3832	-22.748	-23.0171	-23.182	-23.2376	
-21.862	-21.8237	-21.7097	-21.5232	-21.2689	-20.9535	-20.5851	-20.1733	-19.7286	-19.2624	-18.787	-18.3146	-17.8582	-17.431	-17.0464	-16.7185	-16.462	-16.2926	-16.2276	-16.2861	-16.4902	-16.8656	-17.4434	-18.2617	-19.368	-20.8192	-22.6749	-24.9524	-27.4448	-29.3184	-29.5863	-28.8827	-28.2365	-27.6762	-26.4132	-23.9407	-20.9095	-18.0401	-15.5974	-13.6263	-12.119	-11.0709	-10.4983	-10.4489	-11.0192	-12.3949	-14.9459	-19.335	-22.6072	-17.5721	-13.6271	-11.4838	-10.6738	-11.0755	-12.7051	-14.5834	-12.6787	-8.68422	-5.62931	-3.74915	-2.96063	-3.3217	-5.16644	-9.58598	-17.463	-8.96061	-3.61107	-0.834989	0.50805	0.757211	-0.0993817	-2.4279	-6.9556	-7.97483	-2.61616	0.468792	1.20319	-0.241961	-1.40593	2.85006	6.64244	8.05087	6.1699	-9.01552	9.17092	17.2504	21.9574	25.0527	27.0615	28.2031	28.5742	28.2031	27.0615	25.0527	21.9574	17.2504	9.17092	-9.01552	6.1699	8.05087	6.64244	2.85006	-1.40593	-0.241961	1.20319	0.468792	-2.61616	-7.97483	-6.9556	-2.4279	-0.0993817	0.757211	0.50805	-0.834989	-3.61107	-8.96061	-17.463	-9.58598	-5.16644	-3.3217	-2.96063	-3.74915	-5.62931	-8.68422	-12.6787	-14.5834	-12.7051	-11.0755	-10.6738	-11.4838	-13.6271	-17.5721	-22.6072	-19.335	-14.9459	-12.3949	-11.0192	-10.4489	-10.4983	-11.0709	-12.119	-13.6263	-15.5974	-18.0401	-20.9095	-23.9407	-26.4132	-27.6762	-28.2365	-28.8827	-29.5863	-29.3184	-27.4448	-24.9524	-22.6749	-20.8192	-19.368	-18.2617	-17.4434	-16.8656	-16.4902	-16.2861	-16.2276	-16.2926	-16.462	-16.7185	-17.0464	-17.431	-17.8582	-18.3146	-18.787	-19.2624	-19.7286	-20.1733	-20.5851	-20.9535	-21.2689	-21.5232	-21.7097	-21.8237	-21.862	
-22.4823	-22.4557	-22.3766	-22.2473	-22.072	-21.8558	-21.6054	-21.3286	-21.0341	-20.7312	-20.4302	-20.1415	-19.8762	-19.6459	-19.4624	-19.3386	-19.288	-19.3254	-19.4675	-19.7328	-20.1428	-20.7223	-21.4992	-22.5033	-23.759	-25.2632	-26.922	-28.4198	-29.1764	-28.8288	-27.6595	-26.0711	-24.219	-22.1665	-20.0291	-17.9532	-16.0574	-14.415	-13.0677	-12.0431	-11.3688	-11.0859	-11.2652	-12.0366	-13.6612	-16.7709	-23.7055	-28.948	-17.4809	-12.7592	-10.1576	-8.83172	-8.57317	-9.44625	-11.737	-15.137	-13.5749	-8.77607	-5.42148	-3.43752	-2.59985	-2.91625	-4.69036	-8.92997	-16.4831	-8.7223	-3.40828	-0.715645	0.469803	0.488448	-0.663162	-3.39311	-9.0402	-11.2031	-4.26976	-0.754755	0.283907	-0.644485	-1.17428	2.49482	5.97561	7.24318	5.07269	-15.5434	9.67886	17.384	21.9996	25.0653	27.0645	28.2035	28.5742	28.2035	27.0645	25.0653	21.9996	17.384	9.67886	-15.5434	5.07269	7.24318	5.97561	2.49482	-1.17428	-0.644485	0.283907	-0.754755	-4.26976	-11.2031	-9.0402	-3.39311	-0.663162	0.488448	0.469803	-0.715645	-3.40828	-8.7223	-16.4831	-8.92997	-4.69036	-2.91625	-2.59985	-3.43752	-5.42148	-8.77607	-13.5749	-15.137	-11.737	-9.44625	-8.57317	-8.83172	-10.1576	-12.7592	-17.4809	-28.948	-23.7055	-16.7709	-13.6612	-12.0366	-11.2652	-11.0859	-11.3688	-12.0431	-13.0677	-14.415	-16.0574	-17.9532	-20.0291	-22.1665	-24.219	-26.0711	-27.6595	-28.8288	-29.1764	-28.4198	-26.922	-25.2632	-23.759	-22.5033	-21.4992	-20.7223	-20.1428	-19.7328	-19.4675	-19.3254	-19.288	-19.3386	-19.4624	-19.6459	-19.8762	-20.1415	-20.4302	-20.7312	-21.0341	-21.3286	-21.6054	-21.8558	-22.072	-22.2473	-22.3766	-22.4557	-22.4823	
