16.7928,17.5424,18.3211,19.1361,19.9949,20.9047,21.8727,22.9054,24.0087,25.1877,26.4463,27.7876,29.2132,30.7238,32.3187,33.9961,35.7533,37.5863,39.4903,41.4597,43.4881,45.5683,47.6926,49.8528,52.0402,54.2456,56.4597,58.6728,60.8751,63.0567,65.2075,67.3176,69.377,71.376,73.3049,75.1545,76.9156,78.5797,80.1384,81.5841,82.9092,84.1073,85.1722,86.0983,86.8808,87.5158,87.9997,88.3301,88.5049,88.5232,88.3845,88.0895,87.6393,87.0361,86.2824,85.3819,84.3388,83.158,81.845,80.4061,78.8478,77.1776,75.4031,73.5326,71.5747,69.5384,67.4328,65.2674,63.0521,60.7966,58.511,56.2054,53.89,51.5749,49.2703,46.9867,44.7341,42.5229,40.3634,38.2658,36.2407,34.2985,32.4497,30.7047,29.0741,27.5679,26.1959,24.9667,23.8878,22.9646,22.2001,21.594,21.1429,20.8396,20.6741,20.6334,20.7029,20.8669,21.1097,21.4157,21.7706,
16.59,17.3855,18.2159,19.0892,20.0134,20.9963,22.0457,23.1684,24.3706,25.6576,27.0336,28.5013,30.0625,31.7176,33.4657,35.3046,37.2312,39.2412,41.3293,43.4893,45.7142,47.9964,50.3274,52.6984,55.0999,57.522,59.9547,62.3874,64.8094,67.21,69.5782,71.9032,74.1741,76.3801,78.5109,80.556,82.5057,84.3502,86.0805,87.688,89.1645,90.5026,91.6955,92.7369,93.6215,94.3447,94.9025,95.2921,95.511,95.5581,95.4328,95.1356,94.6676,94.031,93.2288,92.2646,91.143,89.8694,88.4499,86.8911,85.2005,83.3861,81.4564,79.4207,77.2883,75.0693,72.774,70.413,67.9972,65.5376,63.0455,60.5322,58.0092,55.4879,52.9798,50.4966,48.0495,45.6503,43.3103,41.041,38.8538,36.7601,34.7712,32.8982,31.1519,29.5425,28.0795,26.771,25.6234,24.6409,23.8246,23.1727,22.6796,22.3365,22.1318,22.0512,22.0792,22.1996,22.3964,22.6539,22.9582,
16.4289,17.2735,18.1588,19.0933,20.0857,21.1444,22.2773,23.4918,24.7945,26.1907,27.6846,29.2791,30.9758,32.775,34.6754,36.6747,38.7694,40.9547,43.2249,45.5734,47.9927,50.4744,53.0097,55.5888,58.2018,60.8381,63.4866,66.1361,68.7751,71.392,73.975,76.5122,78.992,81.4027,83.7329,85.9715,88.1075,90.1305,92.0307,93.7984,95.4249,96.9018,98.2218,99.378,100.364,101.176,101.808,102.257,102.521,102.598,102.488,102.19,101.707,101.04,100.192,99.1675,97.9713,96.609,95.0873,93.4135,91.5956,89.6424,87.5632,85.368,83.0672,80.6719,78.1933,75.6432,73.0335,70.3765,67.6845,64.9703,62.2463,59.5254,56.8203,54.1437,51.5083,48.9268,46.4118,43.9757,41.631,39.3897,37.264,35.2652,33.4045,31.692,30.1368,28.7462,27.5256,26.4777,25.6023,24.8955,24.3502,23.9562,23.7003,23.5675,23.5416,23.606,23.7445,23.9418,24.1839,
16.3136,17.2106,18.1541,19.1529,20.2161,21.3528,22.5713,23.8794,25.2837,26.7897,28.4019,30.1231,31.9547,33.8968,35.9481,38.1059,40.3664,42.7245,45.1741,47.7081,50.3184,52.9963,55.7322,58.5158,61.3364,64.1827,67.0431,69.9054,72.7573,75.5864,78.38,81.1255,83.8103,86.4218,88.9477,91.376,93.695,95.8934,97.9603,99.8856,101.66,103.273,104.719,105.988,107.075,107.974,108.68,109.189,109.499,109.607,109.513,109.218,108.721,108.026,107.136,106.055,104.789,103.343,101.724,99.9405,98.0012,95.9155,93.6933,91.3456,88.8837,86.3194,83.6652,80.9338,78.1381,75.2917,72.4081,69.5009,66.5841,63.6714,60.777,57.9146,55.098,52.3411,49.6574,47.0605,44.5633,42.179,39.9199,37.7979,35.8241,34.0085,32.3595,30.8838,29.5855,28.4661,27.5236,26.7528,26.1452,25.6891,25.3706,25.1738,25.0821,25.0787,25.1474,25.2731,25.4421,
16.2479,17.201,18.2058,19.2719,20.4089,21.6259,22.932,24.3349,25.8418,27.4582,29.1885,31.0356,33.001,35.0844,37.2845,39.5983,42.0217,44.5492,47.1745,49.89,52.6871,55.5565,58.4882,61.4713,64.4945,67.5456,70.6124,73.682,76.7413,79.7771,82.7759,85.7242,88.6085,91.4155,94.132,96.7451,99.2423,101.612,103.841,105.92,107.838,109.585,111.153,112.534,113.719,114.704,115.483,116.052,116.408,116.548,116.472,116.18,115.673,114.954,114.026,112.892,111.56,110.036,108.326,106.439,104.385,102.174,99.8169,97.3247,94.7099,91.9854,89.1644,86.2607,83.2884,80.2619,77.1958,74.1051,71.0047,67.9095,64.8346,61.795,58.8056,55.8811,53.0361,50.2848,47.6411,45.1186,42.73,40.4874,38.4019,36.483,34.7386,33.1744,31.7935,30.596,29.5786,28.7348,28.0549,27.5261,27.1338,26.8617,26.6928,26.6104,26.5984,26.6419,26.7274,
16.2357,17.2485,18.3182,19.4547,20.668,21.9678,23.3632,24.8625,26.4726,28.1996,30.0477,32.0197,34.1172,36.3398,38.6859,41.1525,43.7351,46.428,49.2243,52.1163,55.0948,58.1502,61.2718,64.4482,67.6674,70.9167,74.1832,77.4532,80.713,83.9484,87.1453,90.2894,93.3664,96.3622,99.2627,102.054,104.724,107.258,109.645,111.872,113.93,115.806,117.493,118.981,120.263,121.332,122.183,122.811,123.212,123.385,123.329,123.042,122.528,121.787,120.824,119.643,118.251,116.653,114.859,112.877,110.716,108.388,105.904,103.276,100.518,97.6431,94.6654,91.5998,88.4614,85.2654,82.0276,78.764,75.4904,72.223,68.9778,65.7707,62.6177,59.5343,56.5359,53.6376,50.8537,48.1982,45.6842,43.3239,41.1279,39.1055,37.2639,35.6078,34.1393,32.8573,31.7573,30.8317,30.0697,29.458,28.9813,28.6231,28.3664,28.1944,28.0913,28.0425,28.0348,
16.2804,17.3567,18.4948,19.705,20.9976,22.3825,23.8692,25.466,27.1801,29.0176,30.9827,33.0785,35.3061,37.6653,40.1542,42.7697,45.507,48.3603,51.3223,54.3848,57.5384,60.773,64.0774,67.4396,70.8471,74.2867,77.7446,81.2067,84.6585,88.0851,91.4716,94.8031,98.0644,101.241,104.317,107.279,110.113,112.806,115.343,117.713,119.904,121.905,123.706,125.298,126.672,127.823,128.744,129.429,129.876,130.082,130.045,129.767,129.247,128.489,127.495,126.272,124.826,123.162,121.29,119.22,116.961,114.525,111.924,109.171,106.28,103.266,100.143,96.9272,93.6343,90.2808,86.8832,83.4585,80.0235,76.5953,73.1909,69.8271,66.5206,63.2878,60.1448,57.1072,54.1899,51.4072,48.7721,46.2969,43.9918,41.8658,39.9251,38.1737,36.6126,35.2397,34.0495,33.0335,32.1803,31.4759,30.9047,30.4503,30.0955,29.8239,29.6199,29.4693,29.3593,
16.3853,17.5291,18.7394,20.0266,21.4014,22.8739,24.4537,26.1493,27.968,29.9159,31.9973,34.2152,36.5706,39.0633,41.6914,44.4513,47.3383,50.3462,53.4676,56.6938,60.0152,63.421,66.8999,70.4392,74.026,77.6465,81.2863,84.9307,88.5645,92.1723,95.7384,99.2472,102.683,106.03,109.273,112.397,115.386,118.228,120.908,123.412,125.73,127.849,129.758,131.449,132.913,134.142,135.13,135.871,136.363,136.602,136.586,136.317,135.795,135.023,134.004,132.744,131.25,129.527,127.586,125.437,123.089,120.555,117.848,114.981,111.97,108.828,105.573,102.219,98.7848,95.2867,91.7425,88.1696,84.5861,81.0097,77.4582,73.9493,70.5004,67.1285,63.8503,60.6818,57.6383,54.7342,51.9826,49.3954,46.9828,44.7529,42.7113,40.8613,39.2028,37.7328,36.4452,35.3307,34.3773,33.571,32.8959,32.3355,31.8732,31.4926,31.1785,30.9171,30.696,
16.5532,17.7686,19.0548,20.4226,21.8826,23.4453,25.1202,26.916,28.8399,30.8981,33.0948,35.433,37.9137,40.5366,43.2995,46.199,49.23,52.3862,55.6598,59.0419,62.5226,66.0909,69.7347,73.4413,77.1971,80.9877,84.7985,88.6139,92.4184,96.1958,99.9301,103.605,107.203,110.71,114.108,117.383,120.518,123.499,126.312,128.943,131.379,133.608,135.62,137.404,138.952,140.255,141.306,142.102,142.637,142.909,142.916,142.658,142.137,141.355,140.316,139.025,137.489,135.716,133.714,131.495,129.069,126.448,123.647,120.679,117.559,114.304,110.929,107.452,103.89,100.262,96.5854,92.8787,89.1605,85.4495,81.764,78.1225,74.543,71.0429,67.6395,64.3489,61.1868,58.1675,55.3042,52.6083,50.0897,47.7558,45.6117,43.6597,41.8992,40.3264,38.9345,37.7137,36.6519,35.7348,34.9468,34.2715,33.6925,33.1941,32.7612,32.3806,32.0405,
16.7861,18.0773,19.4435,20.8956,22.4443,24.0999,25.872,27.7693,29.7991,31.9674,34.2784,36.735,39.3382,42.0876,44.981,48.0146,51.1833,54.4806,57.8986,61.4281,65.0589,68.7796,72.5778,76.4405,80.3537,84.3025,88.2718,92.2457,96.208,100.142,104.031,107.859,111.608,115.261,118.803,122.216,125.485,128.594,131.53,134.277,136.822,139.154,141.26,143.13,144.756,146.128,147.241,148.087,148.664,148.969,148.999,148.754,148.237,147.449,146.395,145.079,143.51,141.694,139.642,137.363,134.87,132.175,129.292,126.235,123.022,119.667,116.188,112.603,108.929,105.186,101.393,97.5671,93.7292,89.8981,86.0927,82.3319,78.6342,75.0176,71.4994,68.0961,64.8233,61.6954,58.7252,55.924,53.301,50.8632,48.6151,46.5582,44.6914,43.0102,41.5074,40.1732,38.9951,37.959,37.0497,36.251,35.547,34.9223,34.3626,33.855,33.3882,
