-90	-316.813
-88	-308.458
-86	-288.512
-84	-303.794
-82	-298.995
-80	-304.323
-78	-290.267
-76	-292.843
-74	-292.702
-72	-294.09
-70	-292.79
-68	-301.592
-66	-296.968
-64	-297.545
-62	-298.166
-60	-298.284
-58	-303.906
-56	-306.322
-54	-299.796
-52	-325.546
-50	-297.738
-48	-294.318
-46	-313.214
-44	-292.908
-42	-311.498
-40	-319.291
-38	-289.912
-36	-292.945
-34	-292.106
-32	-291.325
-30	-318.635
-28	-310.569
-26	-319.437
-24	-306.786
-22	-296.255
-20	-308.674
-18	-307.342
-16	-299.189
-14	-313.413
-12	-306.418
-10	-303.458
-8	-307.082
-6	-320.416
-4	-319.472
-2	-331.429
0	-589.05
2	-331.429
4	-319.472
6	-320.416
8	-307.082
10	-303.458
12	-306.418
14	-313.413
16	-299.189
18	-307.342
20	-308.674
22	-296.255
24	-306.786
26	-319.437
28	-310.569
30	-318.635
32	-291.325
34	-292.106
36	-292.945
38	-289.912
40	-319.291
42	-311.498
44	-292.908
46	-313.214
48	-294.318
50	-297.738
52	-325.546
54	-299.796
56	-306.322
58	-303.906
60	-298.284
62	-298.166
64	-297.545
66	-296.968
68	-301.592
70	-292.79
72	-294.09
74	-292.702
76	-292.843
78	-290.267
80	-304.323
82	-298.995
84	-303.794
86	-288.512
88	-308.458
90	-316.813
