-90	-303.509
-88	-21.4192
-86	-15.1789
-84	-11.4946
-82	-8.8936
-80	-6.91755
-78	-5.36644
-76	-4.13823
-74	-3.17739
-72	-2.45424
-70	-1.95518
-68	-1.67697
-66	-1.62079
-64	-1.78026
-62	-2.11009
-60	-2.45028
-58	-2.41438
-56	-1.49064
-54	0.403555
-52	2.80696
-50	5.28199
-48	7.63268
-46	9.79977
-44	11.785
-42	13.6032
-40	15.2717
-38	16.8062
-36	18.22
-34	19.5239
-32	20.7267
-30	21.8353
-28	22.8556
-26	23.7922
-24	24.6487
-22	25.4286
-20	26.1343
-18	26.7677
-16	27.3307
-14	27.8247
-12	28.2508
-10	28.6099
-8	28.9027
-6	29.13
-4	29.292
-2	29.3891
0	29.4214
2	29.3891
4	29.292
6	29.13
8	28.9027
10	28.6099
12	28.2508
14	27.8247
16	27.3307
18	26.7677
20	26.1343
22	25.4286
24	24.6487
26	23.7922
28	22.8556
30	21.8353
32	20.7267
34	19.5239
36	18.22
38	16.8062
40	15.2717
42	13.6032
44	11.785
46	9.79977
48	7.63268
50	5.28199
52	2.80696
54	0.403555
56	-1.49064
58	-2.41438
60	-2.45028
62	-2.11009
64	-1.78026
66	-1.62079
68	-1.67697
70	-1.95518
72	-2.45424
74	-3.17739
76	-4.13823
78	-5.36644
80	-6.91755
82	-8.8936
84	-11.4946
86	-15.1789
88	-21.4192
90	-303.509
