-0.985357154,0.164172659,0.000154162,0.00088469,0.000154162,0.00088469,-0.985309409,0.164430962
-0.984912308,0.166702242,7.29E-05,0.000425092,7.29E-05,0.000425092,-0.984949849,0.166502449
-0.98369807,0.173438815,0.000137836,0.000747471,0.000137836,0.000747471,-0.983712226,0.17337352
-0.982054616,0.182279952,0.000111004,0.000580596,0.000111004,0.000580596,-0.982206032,0.181489176
-0.980028564,0.192443207,6.67E-05,0.00033395,6.67E-05,0.00033395,-0.980379716,0.190723146
-0.978598449,0.19940097,-0.000134948,-0.00062508,-0.000134948,-0.00062508,-0.978829605,0.198306675
-0.976057758,0.211041066,0.000201246,0.000888991,0.000201246,0.000888991,-0.975918088,0.211662842
-0.971869263,0.228923043,0.000466123,0.001885882,0.000466123,0.001885882,-0.971501406,0.230419953
-0.966559354,0.249688957,-0.000420221,-0.001551395,-0.000420221,-0.001551395,-0.966039289,0.251629893
-0.960865682,0.270060987,0.000229343,0.000778255,0.000229343,0.000778255,-0.960265556,0.272110533
-0.954688403,0.290445932,0.000899819,0.002810134,0.000899819,0.002810134,-0.952873593,0.296126553
-0.94499877,0.319598999,-6.87E-05,-0.000197977,-6.87E-05,-0.000197977,-0.945504258,0.318164288
-0.928493296,0.363307547,0.002001322,0.004843329,0.002001322,0.004843329,-0.924604721,0.372728055
-0.923831202,0.374728333,-0.000360742,-0.00085018,-0.000360742,-0.00085018,-0.92048365,0.382576399
-0.905572189,0.415591615,0.00058104,0.001211616,0.00058104,0.001211616,-0.902118273,0.422760828
-0.877624972,0.469992079,0.000653479,0.001157089,0.000653479,0.001157089,-0.871174033,0.48141469
-0.83166405,0.544769293,0.001105031,0.001612635,0.001105031,0.001612635,-0.827165447,0.551319794
-0.77180505,0.62401309,0.000430891,0.000508432,0.000430891,0.000508432,-0.766048969,0.630790107
-0.678545873,0.720805467,-0.000954091,-0.00085506,-0.000954091,-0.00085506,-0.67237582,0.726317192
-0.519888323,0.837468109,-0.001511985,-0.000877947,-0.001511985,-0.000877947,-0.510275707,0.843043031
-0.272029241,0.940817944,0.000189036,4.69E-05,0.000189037,4.69E-05,-0.258496369,0.944244133
0.113614761,0.963198501,-0.000242112,3.66E-05,-0.000242112,3.66E-05,0.128251437,0.960971798
0.601031116,0.746912274,0.000254111,-0.000215524,0.000254111,-0.000215524,0.615463708,0.734597345
0.929508221,0.208794106,6.36E-05,-0.000298244,6.36E-05,-0.000298244,0.934600527,0.184163602
0.874236173,-0.387905423,8.57E-05,0.000196707,8.57E-05,0.000196707,0.869526084,-0.398648987
0.556830971,-0.789303508,0.002858083,0.002075094,0.002858083,0.002075094,0.546975082,-0.79644649
0.237135583,-0.945212579,-0.000777058,-0.000210758,-0.000777058,-0.000210758,0.230124443,-0.947101077
-0.013386286,-0.980751194,0.000313757,1.21E-06,0.000313757,1.21E-06,-0.018747101,-0.980774714
-0.192968194,-0.966168119,-0.000733304,0.000132799,-0.000733304,0.000132799,-0.198470723,-0.965161117
-0.318254059,-0.935609572,-0.000124086,3.99E-05,-0.000124086,3.99E-05,-0.320152608,-0.934996811
-0.41638355,-0.898810735,-0.000103871,4.44E-05,-0.000103871,4.44E-05,-0.417660871,-0.898242799
-0.471659978,-0.872596553,-0.000712602,0.000370707,-0.000712602,0.000370707,-0.47277013,-0.872015115
-0.526162876,-0.842383353,0.000339016,-0.000205493,0.000339016,-0.000205493,-0.526591258,-0.842122576
-0.556354329,-0.823680021,-0.000240618,0.00015623,-0.000240618,0.00015623,-0.557645989,-0.822827167
-0.588048943,-0.802346604,-0.000657086,0.000467976,-0.000657086,0.000467976,-0.586823831,-0.803218206
-0.604487166,-0.790600871,-0.000254471,0.000190466,-0.000254471,0.000190466,-0.602312382,-0.792217241
-0.621314581,-0.778067555,-0.00010004,7.48E-05,-0.00010004,7.48E-05,-0.622588182,-0.777072758
-0.634127069,-0.768147693,0.000150692,-0.000120471,0.000150692,-0.000120471,-0.632587856,-0.769387392
-0.642185492,-0.761815267,-0.00082348,0.000675055,-0.00082348,0.000675055,-0.64169848,-0.762213199
-0.64940723,-0.756021006,-0.000198217,0.000170305,-0.000198217,0.000170305,-0.649552949,-0.755894301
-0.653552523,-0.752715914,6.54E-05,-5.48E-05,6.54E-05,-5.48E-05,-0.653476388,-0.752781565
